Angle (rad),Angular Velocity (rad/s)
-6.313812542468907330e-01,9.378773582981889678e-01
-6.172710913330864413e-01,4.610631081566147760e-01
-5.977326978065270469e-01,1.525487098049181478e+00
-5.596685518598049081e-01,2.332287545282468511e+00
-5.109719769626421826e-01,2.549077007137309003e+00
-4.503859432512395955e-01,3.707754787532157259e+00
-3.925794094880510898e-01,9.592755827623844489e-01
-3.539292578402185585e-01,-6.616742636420543278e+00
-4.559482841828256250e-01,-3.502623508592409785e+00
-5.192109542702685321e-01,-2.909087459500058870e+00
-5.773183373447490219e-01,-2.887826825300233491e+00
-6.272413509352937622e-01,-2.158182215186705388e+00
-6.708659386413948766e-01,-2.195988201333236578e+00
-7.076613904755827411e-01,-1.512853970832663375e+00
-7.322131962335366451e-01,-9.569680215458657990e-01
-7.535559849528974397e-01,-1.170334825309944371e+00
-7.751782664734440109e-01,-9.945043634385259956e-01
-7.895200323467147507e-01,-4.471212876728363206e-01
-7.943288045315985979e-01,-3.554713951345711553e-02
-7.925768431410679105e-01,2.110760845617132841e-01
-7.896830461438274495e-01,7.776086194441783617e-02
-7.850755354315454015e-01,3.841680932588298347e-01
-7.759413546393895134e-01,5.300798379685945916e-01
-7.667794646363781386e-01,3.840833717416053394e-01
-7.539512659457162647e-01,9.052519768788446219e-01
-7.360827593749001974e-01,8.797842116464057449e-01
-7.117798217951445405e-01,1.568684866386478749e+00
-6.747007632097871133e-01,2.164127470860692348e+00
-6.247641926115365951e-01,2.874401763468201754e+00
-5.691195968761859625e-01,2.657699079907419826e+00
-5.165711418743227368e-01,2.573597667787976828e+00
-4.588262170690352582e-01,3.305659015926200706e+00
-3.455248737745968968e-01,6.231844753956330862e+00
-2.564913176432497277e-01,3.948221735529390486e+00
-1.750953539928498393e-01,4.224459091584694903e+00
-8.887548744777706844e-02,4.444855954877069415e+00
-7.114263306791698827e-03,3.792954505821700018e+00
6.924920194556728748e-02,3.884660212983081617e+00
1.529730909366713298e-01,4.579702011935827599e+00
2.347811497484667276e-01,3.549195882756058573e+00
3.872744111049866156e-01,1.167263556711508876e+01
4.882191283391187908e-01,2.823634600234033343e+00
5.307376686269388300e-01,1.560635114395094281e+00
5.498369966317483426e-01,3.961110967980412401e-01
5.591097089753461757e-01,5.272689274821396044e-01
5.549086147148110104e-01,-9.595702580333522747e-01
5.367369824208824136e-01,-8.505401796785035939e-01
5.065638279903660335e-01,-2.265647180420309326e+00
4.464228238193644893e-01,-4.085636038481627708e+00
2.983489569771373695e-01,-4.422746093319619654e+00
2.334627628874993976e-01,-2.542192240153796412e+00
2.124830592923553085e-01,3.264453693168691828e-01
2.326271010308503806e-01,1.744169796027977615e+00
2.938446354728906917e-01,4.991904153597076288e+00
4.554399658225271041e-01,4.095028371176995030e+00
5.299691990431880662e-01,3.459357116256781772e+00
6.000793970540249100e-01,3.521027100075389882e+00
6.556425034323106749e-01,2.146264607453798767e+00
7.005355883463804112e-01,2.326547176872800105e+00
7.404849206098035319e-01,1.695221941881918770e+00
7.691291361528574955e-01,1.183498341522285724e+00
7.922061383487724040e-01,1.123993050026811602e+00
8.140816732192012184e-01,1.063405672430760118e+00
8.361789714329904699e-01,1.143092371915234384e+00
8.574585124943653325e-01,9.866680864018747554e-01
8.769587381269365878e-01,9.625678869880691657e-01
8.920106252128705560e-01,5.473703204735713701e-01
9.031517181323700516e-01,5.658872235082009761e-01
9.109648339915482618e-01,2.173721494055482206e-01
9.133323030442264123e-01,1.964974743960021253e-02
9.117527848106705690e-01,-1.777776465924681415e-01
9.043809811454249781e-01,-5.614075857720803864e-01
8.921970044677338674e-01,-6.573269823143226276e-01
8.764932581165091330e-01,-9.157491434581810363e-01
8.592079707163514657e-01,-8.100987732714959311e-01
8.428696162938340564e-01,-8.229578316258596704e-01
8.220904872902804472e-01,-1.262470954181018401e+00
7.909321775515057995e-01,-1.870341755516193416e+00
7.463318106714709188e-01,-2.622343187519028618e+00
6.915446391554739280e-01,-2.866149876593228729e+00
6.243878200005553714e-01,-3.940723816902118148e+00
5.299496296127913508e-01,-5.795024771039342326e+00
3.084226765286552929e-01,-1.260389335567010782e+01
1.126048505916352888e-01,-9.070611812416760955e+00
-7.098304949201868219e-02,-9.732049020674413242e+00
-2.748791458139638877e-01,-1.210779151076019566e+01
-5.123082617320279253e-01,-6.948376794083248598e+00
-6.264465630989953793e-01,-4.900719141560188064e+00
-7.119694649689940480e-01,-3.767014054310779514e+00
-7.856091652625153410e-01,-3.600468774840639874e+00
-8.527215824724267978e-01,-3.134859040761923232e+00
-9.109444611479047271e-01,-2.705189234241427432e+00
-9.601574973210192931e-01,-2.232232146392841177e+00
-1.003061947296579381e+00,-2.061329146146186009e+00
-1.040424587046610228e+00,-1.683541663971763302e+00
-1.072295028334490752e+00,-1.505872361795984826e+00
-1.100742091917404908e+00,-1.340632026475982119e+00
-1.126941835222728061e+00,-1.278961486913858359e+00
-1.151356166651461344e+00,-1.163054431132881872e+00
-1.172174075444557539e+00,-9.211309997094727642e-01
-1.188744507684071694e+00,-7.371048620527922424e-01
-1.201260391353597079e+00,-5.157273648280096268e-01
-1.209977472866497594e+00,-3.564426938895629005e-01
-1.215532953868002419e+00,-1.993904550621197758e-01
-1.218771946205049250e+00,-1.244671677564539586e-01
-1.220510284548294910e+00,-4.934053572607484395e-02
-1.220078285021721110e+00,9.255537673164664081e-02
-1.217073485062009741e+00,2.079853467932428479e-01
-1.211347343172378244e+00,3.649134528131553479e-01
-1.203438166186748148e+00,4.258578252940563580e-01
-1.194032263145526462e+00,5.147514329745025430e-01
-1.182698384348701559e+00,6.187891435955676922e-01
-1.169118520248912274e+00,7.395526966345453701e-01
-1.152610787360925926e+00,9.122806497583130225e-01
-1.132058255740019614e+00,1.145201160004027940e+00
-1.106510882730247003e+00,1.412986498110756273e+00
-1.075784073067338031e+00,1.663526664466959293e+00
-1.040924433690768369e+00,1.824572980223727381e+00
-1.001172485108320132e+00,2.158370110711850032e+00
-9.571341216501557669e-01,2.245755405788683934e+00
-9.093033895391772203e-01,2.546099998818800003e+00
-8.556543120575282879e-01,2.828238331142962192e+00
-7.917719447458895221e-01,3.602449473035180372e+00
-7.174465674526895320e-01,3.839629306433876010e+00
-6.267266599016591000e-01,5.405864488893388220e+00
-4.988795819753830685e-01,7.939240292755006756e+00
-2.053940173087259735e-01,1.113814837726411788e+01
-1.949880533980141717e-02,8.462367808515095291e+00
1.598919328295407005e-01,1.002708678946322429e+01
4.777353090100385224e-01,1.529373832727798188e+01
6.966330874539458096e-01,8.810107976673446473e+00
8.496151756177171555e-01,6.776713620907704794e+00
9.767891151108774039e-01,6.005181855920714185e+00
1.089383931671420669e+00,5.303061075114859690e+00
1.191429394124231100e+00,4.921476273555634329e+00
1.286237607494231217e+00,4.576430685621252437e+00
1.375860951645056840e+00,4.391936957669570596e+00
1.461380485070302715e+00,4.171230604019528165e+00
1.543219660541392591e+00,4.019808774131281126e+00
1.622432228320533243e+00,3.908338752688014228e+00
1.699498434856959950e+00,3.799122844600284044e+00
1.774523877797239191e+00,3.704544371471335751e+00
1.848534298461491865e+00,3.702650848395623306e+00
1.922321539555477354e+00,3.679618793872437621e+00
1.996165580791184890e+00,3.710350987653627808e+00
2.071368077232539573e+00,3.819084184880121580e+00
2.149113976809917670e+00,3.966789874031084295e+00
2.228039480319612853e+00,3.924859339823890902e+00
2.308113397402304035e+00,4.095815189401333711e+00
2.395378208377514362e+00,4.682813217260072491e+00
2.492084082435207293e+00,5.022161126364911965e+00
2.601521046233549406e+00,6.103076879313464431e+00
2.761179059342461439e+00,1.694023215948519834e+01
2.943888618077999286e+00,6.202717914035483560e+00
3.053470118621042229e+00,4.963768436367491432e+00
3.137068433164078574e+00,3.454588351786529010e+00
3.208805262750369813e+00,3.737067992384326409e+00
3.279897860027095824e+00,3.372480959142712731e+00
3.328275028602095897e+00,1.365399105888926101e+00
3.375049936235936077e+00,3.468857317771694593e+00
3.424182086497896904e+00,1.138772576226492639e+00
3.435555736250415215e+00,-5.864721568537767382e-02
3.440951799449559090e+00,6.116548349079912184e-01
3.432103126865124310e+00,-1.414011809998923841e+00
3.416746019611707208e+00,-1.856965043604092980e-01
3.418664910289745062e+00,3.802502048696588810e-01
3.395747804662339941e+00,-2.475756066658124865e+00
3.354300756652838444e+00,-1.729451563986552420e+00
3.312668945422172495e+00,-2.394417666776232245e+00
3.281472344169199751e+00,-7.716190803026772294e-01
3.265053266020577993e+00,-8.668246311440319651e-01
3.241867514509059411e+00,-1.440671266152011576e+00
3.207866686013071345e+00,-1.949391211147871505e+00
3.168882748325527743e+00,-1.947607856530458426e+00
3.113817036135123395e+00,-3.562113283332893232e+00
3.042074573509305324e+00,-3.628777776023939694e+00
2.981569873053042663e+00,-2.370906183175552240e+00
2.924436239452790520e+00,-3.427193747008075775e+00
2.822320805793280041e+00,-8.580971463512840458e+00
2.661127234525575425e+00,-4.081042989148473410e+00
2.596763497588110869e+00,-2.611696998784712953e+00
2.550657490836600871e+00,-2.052064056729768993e+00
