Angle(rad),AngularVel(rad/s),Position(m),Velocity(m/s)
-6.299882723175258270e-02,-4.023502295075141455e-01,-2.472348327772188326e-01,-3.446572562162454334e-01
-6.923208744257511316e-02,-2.215195429582437758e-01,-2.548498708311764394e-01,-4.167830959659465928e-01
-6.468141602565546933e-02,6.755916384856882617e-01,-2.662376724806096995e-01,-7.218729285846819943e-01
-3.522364327405543005e-02,2.263406766042490137e+00,-2.860397042506634957e-01,-1.257720463054535109e+00
9.670288711641973622e-03,2.238104977818276442e+00,-3.111505528452616076e-01,-1.254397017791604840e+00
6.656432597986278177e-02,3.484987488895598062e+00,-3.401274114845550534e-01,-1.646026453107298337e+00
1.467503328207929170e-01,4.637978064885744267e+00,-3.756378797262104330e-01,-1.913570843534965427e+00
2.332553912043605071e-01,4.014769579485218287e+00,-4.104682029577248481e-01,-1.569694605761681627e+00
4.056013531825325424e-01,8.696032226627224304e+00,-4.529634500753666471e-01,-2.275473428098753192e+00
4.932455295818140018e-01,2.333237153923952700e+00,-4.944801933128061822e-01,-2.071454881611740184e+00
5.186474687576865250e-01,3.415519839597405127e-01,-5.375368275843936949e-01,-2.246013589767247964e+00
5.058671034348067863e-01,-1.684405612294145316e+00,-5.848079168828882457e-01,-2.475348974502643351e+00
4.440450636189927081e-01,-5.205168735783606060e+00,-6.353370427192376324e-01,-2.516038965191530696e+00
2.232038592790561160e-01,-7.529305086403741853e+00,-6.791784440505184151e-01,-2.666406251345013967e+00
8.957865441575385557e-02,-6.253769637850407292e+00,-7.332816586552851623e-01,-2.709437919437963416e+00
-4.631636207246989101e-02,-7.504672517140895671e+00,-7.830668731574464969e-01,-2.255565998399414074e+00
-1.881895905208157416e-01,-6.856598588759263535e+00,-8.329121900127783862e-01,-2.714889607600661225e+00
-3.356367895622823228e-01,-9.905325129183861321e+00,-8.904192226109267638e-01,-2.866761218034126646e+00
-5.158613997440720800e-01,-6.137267843536879930e+00,-9.537542236360518899e-01,-3.621110210588231570e+00
-6.097076365177364066e-01,-3.705828497653869125e+00,-1.025831840970828246e+00,-3.545903917497672531e+00
